,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 26_level_0
2162,2080,Yussuf Poulsen,dk DEN,FW,RB Leipzig,de Bundesliga,29-310,1994,12.9,5,28,15,53.6,2.18,1.17,0.18,0.33,10.8,0,0,0,5.4,5.4,0.19,-0.4,-0.4,Matches
2163,2081,José Pozo,es ESP,MF,Rayo Vallecano,es La Liga,28-036,1996,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2164,2082,Alejandro Pozo Pozo,es ESP,"DF,MF",Almería,es La Liga,25-058,1999,9.4,0,4,3,75.0,0.43,0.32,0.00,0.00,23.3,0,0,0,0.4,0.4,0.10,-0.4,-0.4,Matches
2165,2083,Beñat Prados,es ESP,"MF,DF",Athletic Club,es La Liga,23-072,2001,12.0,0,7,4,57.1,0.58,0.33,0.00,0.00,18.5,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
2166,2084,Matteo Prati,it ITA,MF,Cagliari,it Serie A,20-114,2003,18.6,0,31,7,22.6,1.66,0.38,0.00,0.00,23.1,2,0,0,1.6,1.6,0.05,-1.6,-1.6,Matches
2167,2085,Abdón Prats,es ESP,"FW,MF",Mallorca,es La Liga,31-135,1992,11.5,5,28,10,35.7,2.43,0.87,0.18,0.50,14.6,2,0,0,3.0,3.0,0.11,+2.0,+2.0,Matches
2168,2086,Sanjin Prcić,ba BIH,MF,Strasbourg,fr Ligue 1,30-152,1993,1.0,0,1,0,0.0,1.02,0.00,0.00,,27.6,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
2169,2087,Grischa Prömel,de GER,MF,Hoffenheim,de Bundesliga,29-102,1995,19.7,3,19,7,36.8,0.97,0.36,0.16,0.43,14.4,0,0,0,3.2,3.2,0.17,-0.2,-0.2,Matches
2170,2088,Ivan Provedel,it ITA,GK,Lazio,it Serie A,30-034,1994,28.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2171,2089,Pubill,es ESP,DF,Almería,es La Liga,20-305,2003,15.2,1,12,2,16.7,0.79,0.13,0.08,0.50,21.0,0,0,0,0.5,0.5,0.04,+0.5,+0.5,Matches
2172,2090,Gustavo Puerta,co COL,"DF,MF",Leverkusen,de Bundesliga,20-272,2003,0.3,0,1,0,0.0,3.33,0.00,0.00,,20.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
2173,2091,Antonio Puertas,es ESP,"MF,FW",Granada,es La Liga,32-059,1992,8.1,0,17,4,23.5,2.10,0.49,0.00,0.00,15.2,0,0,1,2.4,1.6,0.10,-2.4,-1.6,Matches
2174,2092,Arnau Puigmal,es ESP,"FW,DF",Almería,es La Liga,23-101,2001,2.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2175,2093,Christian Pulisic,us USA,FW,Milan,it Serie A,25-215,1998,23.0,10,51,26,51.0,2.22,1.13,0.20,0.38,15.9,0,0,0,6.4,6.4,0.12,+3.6,+3.6,Matches
2176,2094,George Pușcaș,ro ROU,FW,Genoa,it Serie A,28-012,1996,2.1,0,11,5,45.5,5.18,2.36,0.00,0.00,12.9,0,0,0,2.1,2.1,0.19,-2.1,-2.1,Matches
2177,2095,Jarell Quansah,eng ENG,DF,Liverpool,eng Premier League,21-082,2003,7.9,0,3,1,33.3,0.38,0.13,0.00,0.00,15.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
2178,2096,Domingos Quina,pt POR,MF,Udinese,it Serie A,24-154,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2179,2097,Adrien Rabiot,fr FRA,MF,Juventus,it Serie A,29-017,1995,25.7,4,33,13,39.4,1.29,0.51,0.12,0.31,17.0,0,0,0,2.8,2.7,0.08,+1.2,+1.3,Matches
2180,2098,Uroš Račić,rs SRB,MF,Sassuolo,it Serie A,26-034,1998,8.2,1,16,4,25.0,1.96,0.49,0.06,0.25,24.0,2,0,0,0.8,0.8,0.05,+0.2,+0.2,Matches
2181,2099,Nemanja Radonjić,rs SRB,"MF,FW",Torino,it Serie A,28-065,1996,4.2,3,12,5,41.7,2.89,1.20,0.25,0.60,16.6,0,0,0,1.7,1.7,0.14,+1.3,+1.3,Matches
2182,2100,Nemanja Radonjić,rs SRB,"MF,DF",Mallorca,es La Liga,28-065,1996,1.6,0,7,5,71.4,4.34,3.10,0.00,0.00,18.2,0,0,0,1.3,1.3,0.19,-1.3,-1.3,Matches
2183,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
2184,2101,Aleksandar Radovanović,rs SRB,DF,Almería,es La Liga,30-161,1993,5.5,0,1,0,0.0,0.18,0.00,0.00,,10.5,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
2185,2102,Ionuț Radu,ro ROU,GK,Bournemouth,eng Premier League,26-328,1997,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2186,2103,Boris Radunović,rs SRB,GK,Cagliari,it Serie A,27-330,1996,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2187,2104,Hamza Rafia,tn TUN,MF,Lecce,it Serie A,25-018,1999,11.0,1,14,3,21.4,1.27,0.27,0.07,0.33,22.2,0,0,0,0.7,0.7,0.05,+0.3,+0.3,Matches
2188,2105,Antonio Raillo,es ESP,DF,Mallorca,es La Liga,32-195,1991,17.4,3,23,8,34.8,1.32,0.46,0.13,0.38,17.3,0,0,0,1.2,1.2,0.05,+1.8,+1.8,Matches
2189,2106,Luca Raimund,de GER,"FW,MF",Stuttgart,de Bundesliga,19-011,2005,0.3,0,2,0,0.0,6.21,0.00,0.00,,7.2,0,0,0,0.9,0.9,0.55,-0.9,-0.9,Matches
2190,2107,Predrag Rajković,rs SRB,GK,Mallorca,es La Liga,28-172,1995,30.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2191,2108,Jesurun Rak Sakyi,eng ENG,"MF,FW",Crystal Palace,eng Premier League,21-198,2002,1.5,0,5,1,20.0,3.31,0.66,0.00,0.00,15.5,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
2192,2109,Ivan Rakitić,hr CRO,MF,Sevilla,es La Liga,36-041,1988,15.8,2,32,7,21.9,2.02,0.44,0.06,0.29,26.9,3,0,0,1.3,1.3,0.04,+0.7,+0.7,Matches
2193,2110,Ylber Ramadani,al ALB,MF,Lecce,it Serie A,28-008,1996,29.3,1,31,6,19.4,1.06,0.20,0.03,0.17,27.6,0,0,0,1.0,1.0,0.03,0.0,0.0,Matches
2194,2111,Largie Ramazani,be BEL,"FW,MF",Almería,es La Liga,23-053,2001,17.1,3,39,12,30.8,2.28,0.70,0.08,0.25,17.4,1,0,0,4.7,4.7,0.12,-1.7,-1.7,Matches
2195,2112,Benito Ramírez,es ESP,"FW,DF",Las Palmas,es La Liga,28-284,1995,2.5,1,8,3,37.5,3.24,1.22,0.13,0.33,23.8,1,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
2196,2113,Sandro Ramírez,es ESP,FW,Las Palmas,es La Liga,28-286,1995,16.0,1,43,15,34.9,2.69,0.94,0.02,0.07,22.5,4,0,0,1.9,1.9,0.04,-0.9,-0.9,Matches
2197,2114,Chris Ramos,es ESP,"FW,MF",Cádiz,es La Liga,27-093,1997,24.1,5,58,20,34.5,2.40,0.83,0.09,0.25,11.8,0,0,0,6.9,6.9,0.12,-1.9,-1.9,Matches
2198,2115,Gonçalo Ramos,pt POR,FW,Paris S-G,fr Ligue 1,22-305,2001,12.3,8,46,14,30.4,3.75,1.14,0.15,0.50,13.0,0,1,1,9.0,8.2,0.18,-1.0,-1.2,Matches
2199,2116,Sergio Ramos,es ESP,DF,Sevilla,es La Liga,38-021,1986,21.0,3,24,11,45.8,1.14,0.52,0.13,0.27,18.5,3,0,0,1.7,1.7,0.07,+1.3,+1.3,Matches
2200,2117,Aaron Ramsdale,eng ENG,GK,Arsenal,eng Premier League,25-342,1998,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2201,2118,Aaron Ramsey,eng ENG,"MF,FW",Burnley,eng Premier League,21-090,2003,5.9,0,6,2,33.3,1.02,0.34,0.00,0.00,16.5,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
2202,2119,Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,eng Premier League,22-328,2001,9.5,1,19,4,21.1,2.00,0.42,0.05,0.25,15.9,0,0,0,2.2,2.2,0.11,-1.2,-1.2,Matches
2203,2120,Luca Ranieri,it ITA,DF,Fiorentina,it Serie A,24-363,1999,17.9,2,8,3,37.5,0.45,0.17,0.25,0.67,9.0,0,0,0,0.7,0.7,0.09,+1.3,+1.3,Matches
2204,2121,Filippo Ranocchia,it ITA,"MF,DF",Empoli,it Serie A,22-342,2001,5.3,0,6,2,33.3,1.13,0.38,0.00,0.00,26.6,2,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
2205,2122,Grant Ranos,am ARM,"MF,FW",M'Gladbach,de Bundesliga,20-275,2003,0.5,0,3,0,0.0,5.51,0.00,0.00,,17.0,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
2206,2123,Raphinha,br BRA,"FW,MF",Barcelona,es La Liga,27-128,1996,11.8,5,48,17,35.4,4.05,1.44,0.10,0.29,18.4,6,0,0,6.2,6.2,0.13,-1.2,-1.2,Matches
2207,2124,Nicolai Rapp,de GER,DF,Werder Bremen,de Bundesliga,27-129,1996,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2208,2125,Elba Rashani,xk KVX,"MF,FW",Clermont Foot,fr Ligue 1,30-347,1993,9.3,0,13,2,15.4,1.40,0.22,0.00,0.00,17.9,0,0,0,1.2,1.2,0.09,-1.2,-1.2,Matches
2209,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
2210,2126,Marcus Rashford,eng ENG,FW,Manchester Utd,eng Premier League,26-172,1997,25.0,7,59,19,32.2,2.36,0.76,0.08,0.26,17.0,1,2,2,7.3,5.7,0.10,-0.3,-0.7,Matches
2211,2127,Giacomo Raspadori,it ITA,"FW,MF",Napoli,it Serie A,24-062,2000,16.5,5,55,22,40.0,3.34,1.34,0.09,0.23,18.9,4,0,1,5.6,4.2,0.08,-0.6,+0.8,Matches
2212,2128,Andrei Ratiu,ro ROU,"DF,MF",Rayo Vallecano,es La Liga,25-305,1998,4.7,0,5,1,20.0,1.07,0.21,0.00,0.00,15.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
2213,2129,Raúl,es ESP,FW,Osasuna,es La Liga,23-169,2000,9.2,3,19,4,21.1,2.06,0.43,0.16,0.75,11.6,0,0,0,3.0,3.0,0.16,0.0,0.0,Matches
2214,2130,David Raum,de GER,DF,RB Leipzig,de Bundesliga,25-364,1998,27.4,2,14,4,28.6,0.51,0.15,0.14,0.50,20.3,4,0,0,0.8,0.8,0.05,+1.2,+1.2,Matches
2215,2131,Federico Ravaglia,it ITA,GK,Bologna,it Serie A,24-161,1999,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2216,2132,David Raya,es ESP,GK,Arsenal,eng Premier League,28-218,1995,26.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2217,2133,Tim Ream,us USA,DF,Fulham,eng Premier League,36-198,1987,15.7,1,1,1,100.0,0.06,0.06,1.00,1.00,1.3,0,0,0,1.0,1.0,0.96,0.0,0.0,Matches
2218,2134,Abderrahman Rebbach,dz ALG,"FW,MF",Alavés,es La Liga,25-253,1998,7.7,1,17,4,23.5,2.20,0.52,0.06,0.25,19.4,1,0,0,0.8,0.8,0.05,+0.2,+0.2,Matches
2219,2135,Nathan Redmond,eng ENG,"FW,MF",Burnley,eng Premier League,30-045,1994,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2220,2136,Harrison Reed,eng ENG,MF,Fulham,eng Premier League,29-084,1995,13.0,0,7,1,14.3,0.54,0.08,0.00,0.00,22.2,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
2221,2137,Sergio Reguilón,es ESP,DF,Manchester Utd,eng Premier League,27-126,1996,4.6,0,4,0,0.0,0.87,0.00,0.00,,18.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
2222,2138,Sergio Reguilón,es ESP,DF,Brentford,eng Premier League,27-126,1996,7.8,0,11,1,9.1,1.42,0.13,0.00,0.00,16.4,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
2223,2139,Bobby Reid,jm JAM,FW,Fulham,eng Premier League,31-078,1993,13.5,6,27,8,29.6,2.00,0.59,0.22,0.75,15.9,0,0,0,4.0,4.0,0.15,+2.0,+2.0,Matches
2224,2140,Tijjani Reijnders,nl NED,MF,Milan,it Serie A,25-266,1998,25.8,2,37,7,18.9,1.44,0.27,0.05,0.29,18.8,0,0,0,3.0,3.0,0.08,-1.0,-1.0,Matches
2225,2141,Pepe Reina,es ESP,GK,Villarreal,es La Liga,41-233,1982,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2226,2142,Reinier,br BRA,"MF,FW",Frosinone,it Serie A,22-092,2002,10.8,2,12,5,41.7,1.11,0.46,0.17,0.40,15.4,0,0,0,1.1,1.1,0.09,+0.9,+0.9,Matches
2227,2143,Rocco Reitz,de GER,MF,M'Gladbach,de Bundesliga,21-327,2002,19.1,6,26,11,42.3,1.36,0.58,0.23,0.55,17.4,0,0,0,3.1,3.1,0.12,+2.9,+2.9,Matches
2228,2144,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,29-027,1995,29.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2229,2145,Guillaume Restes,fr FRA,GK,Toulouse,fr Ligue 1,19-040,2005,29.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2230,2146,Mateo Retegui,it ITA,FW,Genoa,it Serie A,24-357,1999,20.7,6,55,21,38.2,2.66,1.02,0.11,0.29,13.5,0,0,0,4.8,4.8,0.09,+1.2,+1.2,Matches
2231,2147,Marco Reus,de GER,"MF,FW",Dortmund,de Bundesliga,34-325,1989,14.4,4,32,15,46.9,2.22,1.04,0.13,0.27,13.4,5,0,0,5.0,5.0,0.15,-1.0,-1.0,Matches
2232,2148,Elvis Rexhbeçaj,de GER,MF,Augsburg,de Bundesliga,26-171,1997,22.1,2,28,3,10.7,1.27,0.14,0.04,0.33,24.3,0,1,1,1.7,1.0,0.03,+0.3,0.0,Matches
2233,2149,Gio Reyna,us USA,"MF,FW",Nott'ham Forest,eng Premier League,21-159,2002,1.8,0,5,2,40.0,2.71,1.08,0.00,0.00,21.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
2234,2150,Gio Reyna,us USA,"MF,FW",Dortmund,de Bundesliga,21-159,2002,3.1,0,8,2,25.0,2.57,0.64,0.00,0.00,17.4,0,0,0,0.8,0.8,0.10,-0.8,-0.8,Matches
2235,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
2236,2151,Chadi Riad,ma MAR,DF,Betis,es La Liga,20-308,2003,18.0,0,9,4,44.4,0.50,0.22,0.00,0.00,9.4,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
2237,2152,Alexsandro Ribeiro,br BRA,DF,Lille,fr Ligue 1,24-255,1999,21.4,0,13,2,15.4,0.61,0.09,0.00,0.00,12.2,0,0,0,1.2,1.2,0.09,-1.2,-1.2,Matches
2238,2153,Rodrigo Ribeiro,pt POR,"FW,MF",Nott'ham Forest,eng Premier League,18-358,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2239,2154,Samuele Ricci,it ITA,MF,Torino,it Serie A,22-243,2001,21.6,1,29,5,17.2,1.34,0.23,0.03,0.20,23.0,0,0,0,1.3,1.3,0.04,-0.3,-0.3,Matches
2240,2155,Declan Rice,eng ENG,MF,Arsenal,eng Premier League,25-097,1999,29.8,6,43,14,32.6,1.44,0.47,0.14,0.43,21.2,2,0,0,2.3,2.3,0.05,+3.7,+3.7,Matches
2241,2156,Chris Richards,us USA,"DF,MF",Crystal Palace,eng Premier League,24-023,2000,17.3,1,6,1,16.7,0.35,0.06,0.17,1.00,9.7,0,0,0,0.3,0.3,0.05,+0.7,+0.7,Matches
2242,2157,Amir Richardson,ma MAR,MF,Reims,fr Ligue 1,22-087,2002,13.4,3,15,8,53.3,1.12,0.60,0.20,0.38,17.9,0,0,0,1.5,1.5,0.10,+1.5,+1.5,Matches
2243,2158,Richarlison,br BRA,FW,Tottenham,eng Premier League,26-346,1997,15.2,10,58,23,39.7,3.80,1.51,0.17,0.43,13.3,0,0,0,8.8,8.8,0.15,+1.2,+1.2,Matches
2244,2159,Marco Richter,de GER,"MF,FW",Mainz 05,de Bundesliga,26-148,1997,7.9,1,38,9,23.7,4.80,1.14,0.03,0.11,21.2,4,0,0,1.9,1.9,0.05,-0.9,-0.9,Matches
2245,2160,Diego Rico,es ESP,DF,Getafe,es La Liga,31-057,1993,23.2,0,13,1,7.7,0.56,0.04,0.00,0.00,26.8,0,0,0,0.3,0.3,0.02,-0.3,-0.3,Matches
2246,2161,Clemens Riedel,de GER,DF,Darmstadt 98,de Bundesliga,20-276,2003,7.4,0,8,3,37.5,1.08,0.41,0.00,0.00,21.6,1,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
2247,2162,Fabian Rieder,ch SUI,MF,Rennes,fr Ligue 1,22-064,2002,3.5,0,4,1,25.0,1.14,0.29,0.00,0.00,21.6,1,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
2248,2163,Jaïro Riedewald,nl NED,"MF,FW",Crystal Palace,eng Premier League,27-224,1996,2.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2249,2164,Manuel Riemann,de GER,GK,Bochum,de Bundesliga,35-224,1988,28.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2250,2165,Luis Rioja,es ESP,"FW,MF",Alavés,es La Liga,30-187,1993,26.3,4,47,12,25.5,1.78,0.46,0.02,0.08,21.7,4,3,4,5.8,2.7,0.06,-1.8,-1.7,Matches
2251,2166,Rémy Riou,fr FRA,GK,Lyon,fr Ligue 1,36-258,1987,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2252,2167,Rodrigo Riquelme,es ESP,"DF,MF",Atlético Madrid,es La Liga,24-018,2000,13.6,2,32,14,43.8,2.35,1.03,0.06,0.14,17.7,0,0,0,2.4,2.4,0.08,-0.4,-0.4,Matches
2253,2168,Mihailo Ristić,rs SRB,"DF,MF",Celta Vigo,es La Liga,28-172,1995,8.5,0,9,4,44.4,1.06,0.47,0.00,0.00,23.2,1,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
2254,2169,Matt Ritchie,sct SCO,"FW,MF",Newcastle Utd,eng Premier League,34-223,1989,1.2,1,5,3,60.0,4.02,2.41,0.20,0.33,11.9,0,0,0,0.8,0.8,0.16,+0.2,+0.2,Matches
2255,2170,Gorka Rivera Alonso,es ESP,DF,Getafe,es La Liga,19-263,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2256,2171,Sergi Roberto,es ESP,"MF,DF",Barcelona,es La Liga,32-073,1992,6.7,3,7,4,57.1,1.04,0.60,0.43,0.75,13.4,0,0,0,1.6,1.6,0.22,+1.4,+1.4,Matches
2257,2172,Lucas Robertone,ar ARG,MF,Almería,es La Liga,27-033,1997,21.5,0,30,10,33.3,1.40,0.47,0.00,0.00,28.0,3,0,0,0.8,0.8,0.03,-0.8,-0.8,Matches
2258,2173,Connor Roberts,wls WAL,DF,Burnley,eng Premier League,28-210,1995,9.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2259,2174,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,30-040,1994,14.2,1,7,2,28.6,0.49,0.14,0.14,0.50,13.0,0,0,0,0.9,0.9,0.12,+0.1,+0.1,Matches
2260,2175,Antonee Robinson,us USA,DF,Fulham,eng Premier League,26-256,1997,31.4,0,13,7,53.8,0.41,0.22,0.00,0.00,21.9,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
2261,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
2262,2176,Jack Robinson,eng ENG,DF,Sheffield Utd,eng Premier League,30-232,1993,28.8,1,11,5,45.5,0.38,0.17,0.09,0.20,12.0,0,0,0,1.1,1.1,0.10,-0.1,-0.1,Matches
2263,2177,Marc Roca,es ESP,MF,Betis,es La Liga,27-146,1996,20.2,2,20,7,35.0,0.99,0.35,0.10,0.29,24.3,0,0,0,1.1,1.1,0.06,+0.9,+0.9,Matches
2264,2178,Sebastian Rode,de GER,"MF,FW",Eint Frankfurt,de Bundesliga,33-192,1990,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2265,2179,Rodri,es ESP,MF,Manchester City,eng Premier League,27-303,1996,26.7,7,57,20,35.1,2.13,0.75,0.12,0.35,20.4,0,0,0,3.8,3.8,0.07,+3.2,+3.2,Matches
2266,2180,Rodri,es ESP,"FW,MF",Betis,es La Liga,23-340,2000,9.9,0,16,4,25.0,1.62,0.41,0.00,0.00,17.6,0,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches
2267,2181,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Getafe,es La Liga,25-297,1998,6.2,1,19,5,26.3,3.09,0.81,0.05,0.20,24.4,1,0,0,0.9,0.9,0.05,+0.1,+0.1,Matches
2268,2182,Damián Rodríguez,es ESP,MF,Celta Vigo,es La Liga,21-034,2003,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2269,2183,Dani Rodríguez,es ESP,MF,Mallorca,es La Liga,35-319,1988,23.9,2,26,4,15.4,1.09,0.17,0.08,0.50,20.0,0,0,0,1.3,1.3,0.05,+0.7,+0.7,Matches
2270,2184,Guido Rodríguez,ar ARG,MF,Betis,es La Liga,30-008,1994,16.3,2,15,6,40.0,0.92,0.37,0.13,0.33,20.7,0,0,0,0.6,0.6,0.04,+1.4,+1.4,Matches
2271,2185,Jay Rodriguez,eng ENG,FW,Burnley,eng Premier League,34-266,1989,9.0,2,21,7,33.3,2.34,0.78,0.05,0.14,12.9,0,1,1,3.5,2.7,0.13,-1.5,-1.7,Matches
2272,2186,Kirian Rodríguez,es ESP,MF,Las Palmas,es La Liga,28-046,1996,28.7,6,35,14,40.0,1.22,0.49,0.17,0.43,25.7,1,0,0,1.7,1.7,0.05,+4.3,+4.3,Matches
2273,2187,Miguel Rodríguez,es ESP,MF,Celta Vigo,es La Liga,20-357,2003,2.1,0,4,0,0.0,1.89,0.00,0.00,,26.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
2274,2188,Ricardo Rodríguez,ch SUI,DF,Torino,it Serie A,31-239,1992,26.7,0,9,0,0.0,0.34,0.00,0.00,,27.0,2,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
2275,2189,Rodrygo,br BRA,FW,Real Madrid,es La Liga,23-102,2001,23.4,10,78,32,41.0,3.34,1.37,0.13,0.31,15.3,3,0,1,10.7,9.9,0.13,-0.7,+0.1,Matches
2276,2190,Mads Roerslev,dk DEN,DF,Brentford,eng Premier League,24-301,1999,20.3,1,6,1,16.7,0.30,0.05,0.17,1.00,13.7,0,0,0,0.9,0.9,0.15,+0.1,+0.1,Matches
2277,2191,Rogério,br BRA,DF,Wolfsburg,de Bundesliga,26-098,1998,10.1,1,4,2,50.0,0.40,0.20,0.25,0.50,15.3,0,0,0,0.3,0.3,0.09,+0.7,+0.7,Matches
2278,2192,Morgan Rogers,eng ENG,"MF,FW",Aston Villa,eng Premier League,21-269,2002,4.8,1,8,3,37.5,1.66,0.62,0.13,0.33,16.0,0,0,0,1.0,1.0,0.13,0.0,0.0,Matches
2279,2193,Merlin Röhl,de GER,"MF,FW",Freiburg,de Bundesliga,21-290,2002,16.0,2,24,8,33.3,1.50,0.50,0.08,0.25,15.1,0,0,0,2.0,2.0,0.08,0.0,0.0,Matches
2280,2194,Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,29-099,1995,22.8,0,9,4,44.4,0.39,0.18,0.00,0.00,12.3,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
2281,2195,Simone Romagnoli,it ITA,DF,Frosinone,it Serie A,34-071,1990,25.4,1,10,1,10.0,0.39,0.04,0.10,1.00,8.9,0,0,0,1.1,1.1,0.11,-0.1,-0.1,Matches
2282,2196,Carlos Romero,es ESP,DF,Villarreal,es La Liga,22-174,2001,2.9,0,2,1,50.0,0.69,0.34,0.00,0.00,11.1,0,0,0,0.4,0.4,0.20,-0.4,-0.4,Matches
2283,2197,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,25-359,1998,25.0,4,13,5,38.5,0.52,0.20,0.31,0.80,11.1,0,0,0,1.6,1.6,0.13,+2.4,+2.4,Matches
2284,2198,Luka Romero,ar ARG,"FW,MF",Milan,it Serie A,19-154,2004,1.0,0,1,0,0.0,1.02,0.00,0.00,,9.5,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
2285,2199,Luka Romero,ar ARG,FW,Almería,es La Liga,19-154,2004,3.2,2,5,2,40.0,1.54,0.62,0.40,1.00,17.0,0,0,0,0.4,0.4,0.08,+1.6,+1.6,Matches
2286,2200,Oriol Romeu,es ESP,MF,Barcelona,es La Liga,32-209,1991,9.7,0,10,2,20.0,1.03,0.21,0.00,0.00,23.6,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
2287,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
2288,2201,Valentin Rongier,fr FRA,MF,Marseille,fr Ligue 1,29-135,1994,9.5,0,10,3,30.0,1.06,0.32,0.00,0.00,19.7,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
2289,2202,Frank Ronstadt,de GER,"DF,MF",Darmstadt 98,de Bundesliga,26-274,1997,0.8,0,3,0,0.0,3.55,0.00,0.00,,24.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
