,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 26_level_0
2290,2203,Marten de Roon,nl NED,"MF,DF",Atalanta,it Serie A,33-022,1991,26.0,0,12,2,16.7,0.46,0.08,0.00,0.00,24.3,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
2291,2204,Unai Ropero,es ESP,MF,Alavés,es La Liga,22-152,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2292,2205,Vitor Roque,br BRA,FW,Barcelona,es La Liga,19-052,2005,3.1,2,11,5,45.5,3.51,1.60,0.18,0.40,13.0,0,0,0,2.5,2.5,0.22,-0.5,-0.5,Matches
2293,2206,Pablo Rosario,nl NED,"DF,MF",Nice,fr Ligue 1,27-104,1997,17.5,0,16,2,12.5,0.91,0.11,0.00,0.00,13.1,0,0,0,1.2,1.2,0.08,-1.2,-1.2,Matches
2294,2207,Valentin Rosier,fr FRA,"DF,MF",Nice,fr Ligue 1,27-245,1996,0.6,0,1,0,0.0,1.70,0.00,0.00,,23.3,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
2295,2208,Joe Rothwell,eng ENG,MF,Bournemouth,eng Premier League,29-100,1995,4.3,0,2,0,0.0,0.47,0.00,0.00,,22.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
2296,2209,Anthony Rouault,fr FRA,DF,Stuttgart,de Bundesliga,22-327,2001,10.1,0,3,1,33.3,0.30,0.10,0.00,0.00,24.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
2297,2210,Jérôme Roussillon,fr FRA,DF,Union Berlin,de Bundesliga,31-105,1993,7.7,0,5,3,60.0,0.65,0.39,0.00,0.00,16.7,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
2298,2211,Nicolò Rovella,it ITA,MF,Lazio,it Serie A,22-138,2001,13.1,0,5,1,20.0,0.38,0.08,0.00,0.00,26.4,1,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches
2299,2212,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,30-056,1994,24.9,2,21,6,28.6,0.84,0.24,0.10,0.33,11.8,0,0,0,1.8,1.8,0.09,+0.2,+0.2,Matches
2300,2213,Ruan,br BRA,DF,Sassuolo,it Serie A,24-318,1999,15.5,0,6,2,33.3,0.39,0.13,0.00,0.00,10.0,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
2301,2214,Pelly Ruddock Mpanzu,cd COD,MF,Luton Town,eng Premier League,30-278,1993,11.9,0,11,1,9.1,0.93,0.08,0.00,0.00,19.7,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
2302,2215,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,31-048,1993,26.0,1,16,2,12.5,0.62,0.08,0.06,0.50,16.8,0,0,0,1.3,1.3,0.08,-0.3,-0.3,Matches
2303,2216,Fabian Rüdlin,de GER,MF,Freiburg,de Bundesliga,27-098,1997,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2304,2217,Daniele Rugani,it ITA,DF,Juventus,it Serie A,29-266,1994,11.3,2,8,2,25.0,0.71,0.18,0.25,1.00,7.3,0,0,0,1.6,1.6,0.30,+0.4,+0.4,Matches
2305,2218,Matteo Ruggeri,it ITA,DF,Atalanta,it Serie A,21-284,2002,23.6,0,9,4,44.4,0.38,0.17,0.00,0.00,17.4,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
2306,2219,Mário Rui,pt POR,DF,Napoli,it Serie A,32-329,1991,13.4,0,5,2,40.0,0.37,0.15,0.00,0.00,31.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
2307,2220,Aitor Ruibal,es ESP,"DF,FW",Betis,es La Liga,28-029,1996,10.8,2,13,2,15.4,1.20,0.19,0.15,1.00,22.1,0,0,0,0.8,0.8,0.06,+1.2,+1.2,Matches
2308,2221,Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,28-017,1996,11.4,1,17,6,35.3,1.49,0.53,0.06,0.17,21.3,0,0,0,1.9,1.9,0.11,-0.9,-0.9,Matches
2309,2222,Sergio Ruiz,es ESP,MF,Granada,es La Liga,29-126,1994,23.0,0,11,1,9.1,0.48,0.04,0.00,0.00,19.6,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
2310,2223,Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,26-155,1997,17.1,4,15,6,40.0,0.88,0.35,0.27,0.67,19.6,0,0,0,1.6,1.6,0.10,+2.4,+2.4,Matches
2311,2224,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,31-260,1992,28.0,0,2,0,0.0,0.07,0.00,0.00,,11.4,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
2312,2225,José Sá,pt POR,GK,Wolves,eng Premier League,31-094,1993,28.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2313,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
2314,2226,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,31-046,1993,6.0,0,2,0,0.0,0.34,0.00,0.00,,21.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
2315,2227,Emmanuel Sabbi,us USA,"FW,MF",Le Havre,fr Ligue 1,26-118,1997,13.7,5,24,10,41.7,1.75,0.73,0.13,0.30,15.3,0,2,2,3.9,2.3,0.10,+1.1,+0.7,Matches
2316,2228,Stefano Sabelli,it ITA,DF,Genoa,it Serie A,31-098,1993,25.1,0,8,3,37.5,0.32,0.12,0.00,0.00,17.7,0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches
2317,2229,Marcel Sabitzer,at AUT,MF,Dortmund,de Bundesliga,30-034,1994,19.6,4,40,16,40.0,2.04,0.82,0.08,0.19,22.9,5,1,1,3.3,2.5,0.06,+0.7,+0.5,Matches
2318,2230,Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,28-355,1995,15.4,0,1,0,0.0,0.07,0.00,0.00,,27.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
2319,2231,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,27-078,1997,11.7,3,31,10,32.3,2.65,0.85,0.10,0.30,14.8,0,0,0,3.5,3.5,0.12,-0.5,-0.5,Matches
2320,2232,Alexis Saelemaekers,be BEL,"FW,MF",Bologna,it Serie A,24-298,1999,16.7,2,20,6,30.0,1.19,0.36,0.10,0.33,23.9,2,0,0,1.6,1.6,0.08,+0.4,+0.4,Matches
2321,2233,Modibo Sagnan,ml MLI,DF,Montpellier,fr Ligue 1,25-006,1999,7.9,1,6,2,33.3,0.76,0.25,0.17,0.50,14.9,0,0,0,1.0,1.0,0.17,0.0,0.0,Matches
2322,2234,Wesley Saïd,fr FRA,"FW,MF",Lens,fr Ligue 1,29-001,1995,10.0,6,39,17,43.6,3.91,1.70,0.15,0.35,13.3,0,0,0,5.2,5.2,0.13,+0.8,+0.8,Matches
2323,2235,Théo Sainte-Luce,fr FRA,DF,Montpellier,fr Ligue 1,25-183,1998,3.8,0,3,1,33.3,0.78,0.26,0.00,0.00,22.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
2324,2236,Bukayo Saka,eng ENG,FW,Arsenal,eng Premier League,22-228,2001,27.7,14,83,24,28.9,3.00,0.87,0.11,0.38,16.5,0,5,5,13.0,9.1,0.11,+1.0,-0.1,Matches
2325,2237,Mamadou Sakho,fr FRA,DF,Montpellier,fr Ligue 1,34-067,1990,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2326,2238,Ibrahim Salah,ma MAR,"FW,MF",Rennes,fr Ligue 1,22-234,2001,5.4,3,16,8,50.0,2.98,1.49,0.19,0.38,16.0,0,0,0,2.7,2.7,0.17,+0.3,+0.3,Matches
2327,2239,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,31-310,1992,23.8,17,86,37,43.0,3.61,1.55,0.14,0.32,16.2,1,5,7,18.3,12.6,0.15,-1.3,-0.6,Matches
2328,2240,Amine Salama,fr FRA,FW,Reims,fr Ligue 1,23-277,2000,3.5,0,6,1,16.7,1.73,0.29,0.00,0.00,13.8,0,0,0,0.7,0.7,0.12,-0.7,-0.7,Matches
2329,2241,Kike Salas,es ESP,DF,Sevilla,es La Liga,21-363,2002,13.1,2,13,4,30.8,0.99,0.31,0.15,0.50,11.1,0,0,0,0.7,0.7,0.05,+1.3,+1.3,Matches
2330,2242,William Saliba,fr FRA,DF,Arsenal,eng Premier League,23-027,2001,32.0,2,8,2,25.0,0.25,0.06,0.25,1.00,11.0,0,0,0,1.5,1.5,0.19,+0.5,+0.5,Matches
2331,2243,Mohammed Salisu,gh GHA,DF,Monaco,fr Ligue 1,25-003,1999,8.0,0,3,1,33.3,0.37,0.12,0.00,0.00,15.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
2332,2244,Roland Sallai,hu HUN,"FW,MF",Freiburg,de Bundesliga,26-334,1997,16.8,3,45,18,40.0,2.68,1.07,0.07,0.17,15.5,0,0,0,6.1,6.1,0.15,-3.1,-3.1,Matches
2333,2245,Yoann Salmier,gf GUF,DF,Le Havre,fr Ligue 1,31-151,1992,13.6,1,7,3,42.9,0.51,0.22,0.14,0.33,14.8,0,0,0,0.9,0.9,0.14,+0.1,+0.1,Matches
2334,2246,Salvi,es ESP,MF,Rayo Vallecano,es La Liga,33-021,1991,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2335,2247,Lazar Samardzic,rs SRB,MF,Udinese,it Serie A,22-056,2002,19.4,4,41,13,31.7,2.12,0.67,0.10,0.31,25.3,9,0,0,1.9,1.9,0.05,+2.1,+2.1,Matches
2336,2248,Diadie Samassékou,ml MLI,MF,Cádiz,es La Liga,28-100,1996,0.7,0,1,1,100.0,1.38,1.38,0.00,0.00,25.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
2337,2249,Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,28-100,1996,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2338,2250,Mama Samba Baldé,gw GNB,"FW,MF",Lyon,fr Ligue 1,28-166,1995,5.8,1,15,7,46.7,2.58,1.20,0.07,0.14,14.7,0,0,0,3.2,3.2,0.21,-2.2,-2.2,Matches
2339,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
2340,2251,Brice Samba,fr FRA,GK,Lens,fr Ligue 1,29-361,1994,29.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2341,2252,Albert Sambi Lokonga,be BEL,MF,Luton Town,eng Premier League,24-181,1999,9.7,0,7,1,14.3,0.72,0.10,0.00,0.00,22.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
2342,2253,Junior Sambia,fr FRA,"DF,MF",Salernitana,it Serie A,27-226,1996,6.1,0,5,2,40.0,0.82,0.33,0.00,0.00,26.9,1,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
2343,2254,Fede San Emeterio,es ESP,MF,Cádiz,es La Liga,27-035,1997,1.7,1,1,1,100.0,0.59,0.59,1.00,1.00,5.0,0,0,0,0.1,0.1,0.06,+0.9,+0.9,Matches
2344,2255,Antonio Sanabria,py PAR,"FW,MF",Torino,it Serie A,28-047,1996,20.8,5,47,14,29.8,2.26,0.67,0.06,0.21,12.9,0,2,2,9.0,7.4,0.16,-4.0,-4.4,Matches
2345,2256,Marciano Sanca,gw GNB,"FW,MF",Almería,es La Liga,20-048,2004,0.5,0,1,0,0.0,2.09,0.00,0.00,,22.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
2346,2257,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,23-361,2000,21.2,4,40,11,27.5,1.88,0.52,0.10,0.36,15.5,0,0,1,6.3,5.5,0.14,-2.3,-1.5,Matches
2347,2258,Renato Sanches,pt POR,MF,Roma,it Serie A,26-246,1997,1.4,1,2,1,50.0,1.45,0.73,0.50,1.00,19.1,0,0,0,0.1,0.1,0.04,+0.9,+0.9,Matches
2348,2259,Ricard Sánchez,es ESP,DF,Granada,es La Liga,24-058,2000,23.5,3,12,5,41.7,0.51,0.21,0.25,0.60,20.0,0,0,0,0.7,0.7,0.06,+2.3,+2.3,Matches
2349,2260,Alexis Sánchez,cl CHI,FW,Inter,it Serie A,35-123,1988,6.6,2,12,3,25.0,1.81,0.45,0.08,0.33,15.6,1,1,1,2.7,1.9,0.16,-0.7,-0.9,Matches
2350,2261,Antonio Sánchez,es ESP,MF,Mallorca,es La Liga,27-110,1997,14.1,3,22,9,40.9,1.56,0.64,0.14,0.33,19.6,0,0,0,2.5,2.5,0.11,+0.5,+0.5,Matches
2351,2262,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,27-313,1996,0.9,0,1,0,0.0,1.17,0.00,0.00,,8.6,0,0,0,0.1,0.1,0.12,-0.1,-0.1,Matches
2352,2263,Juanlu Sánchez,es ESP,DF,Sevilla,es La Liga,20-249,2003,11.5,0,10,1,10.0,0.87,0.09,0.00,0.00,20.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
2353,2264,Manu Sánchez,es ESP,DF,Celta Vigo,es La Liga,23-240,2000,18.6,0,9,1,11.1,0.48,0.05,0.00,0.00,18.6,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
2354,2265,Robert Sánchez,es ESP,GK,Chelsea,eng Premier League,26-154,1997,15.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2355,2266,Jadon Sancho,eng ENG,"FW,MF",Manchester Utd,eng Premier League,24-026,2000,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2356,2267,Jadon Sancho,eng ENG,"FW,MF",Dortmund,de Bundesliga,24-026,2000,7.5,1,7,3,42.9,0.94,0.40,0.14,0.33,11.5,0,0,0,0.7,0.7,0.09,+0.3,+0.3,Matches
2357,2268,Alex Sandro,br BRA,DF,Juventus,it Serie A,33-085,1991,7.2,0,4,0,0.0,0.56,0.00,0.00,,9.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
2358,2269,Ibou Sané,sn SEN,"MF,FW",Metz,fr Ligue 1,19-023,2005,1.3,1,2,1,50.0,1.49,0.74,0.50,1.00,16.9,0,0,0,0.7,0.7,0.35,+0.3,+0.3,Matches
2359,2270,Leroy Sané,de GER,FW,Bayern Munich,de Bundesliga,28-100,1996,23.5,8,73,28,38.4,3.10,1.19,0.11,0.29,17.6,6,0,0,10.9,10.9,0.15,-2.9,-2.9,Matches
2360,2271,Sadibou Sané,sn SEN,DF,Metz,fr Ligue 1,19-315,2004,5.4,0,5,0,0.0,0.93,0.00,0.00,,14.2,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
2361,2272,Arouna Sangante,sn SEN,DF,Le Havre,fr Ligue 1,22-008,2002,25.9,0,12,2,16.7,0.46,0.08,0.00,0.00,16.4,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
2362,2273,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,eng Premier League,26-140,1997,11.1,0,8,0,0.0,0.72,0.00,0.00,,17.0,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches
2363,2274,Morgan Sanson,fr FRA,MF,Nice,fr Ligue 1,29-246,1994,19.2,1,33,6,18.2,1.72,0.31,0.03,0.17,20.1,1,0,0,2.3,2.3,0.07,-1.3,-1.3,Matches
2364,2275,Nicola Sansone,it ITA,"FW,MF",Lecce,it Serie A,32-223,1991,7.5,2,20,5,25.0,2.67,0.67,0.10,0.40,18.9,2,0,0,2.7,2.7,0.14,-0.7,-0.7,Matches
2365,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
2366,2276,Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,29-042,1995,19.0,0,25,9,36.0,1.31,0.47,0.00,0.00,23.5,0,0,0,1.7,1.7,0.07,-1.7,-1.7,Matches
2367,2277,Jesús Santiago,es ESP,MF,Getafe,es La Liga,19-331,2004,4.3,1,3,2,66.7,0.70,0.47,0.33,0.50,12.7,0,0,0,0.5,0.5,0.18,+0.5,+0.5,Matches
2368,2278,Andrey Santos,br BRA,MF,Nott'ham Forest,eng Premier League,19-353,2004,0.1,0,2,0,0.0,22.50,0.00,0.00,,22.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
2369,2279,Andrey Santos,br BRA,MF,Strasbourg,fr Ligue 1,19-353,2004,4.4,0,7,3,42.9,1.60,0.69,0.00,0.00,21.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
2370,2280,Tiago santos,pt POR,DF,Lille,fr Ligue 1,21-272,2002,21.4,1,30,6,20.0,1.40,0.28,0.03,0.17,22.1,0,0,0,1.2,1.2,0.04,-0.2,-0.2,Matches
2371,2281,Riccardo Saponara,it ITA,"FW,MF",Hellas Verona,it Serie A,32-121,1991,3.8,0,5,1,20.0,1.32,0.26,0.00,0.00,25.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
2372,2282,Pablo Sarabia,es ESP,"MF,FW",Wolves,eng Premier League,31-345,1992,17.8,4,42,14,33.3,2.35,0.78,0.05,0.14,19.1,7,2,2,5.3,3.8,0.09,-1.3,-1.8,Matches
2373,2283,Amin Sarr,se SWE,"FW,MF",Lyon,fr Ligue 1,23-040,2001,1.1,0,5,2,40.0,4.59,1.84,0.00,0.00,13.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
2374,2284,Amin Sarr,se SWE,"FW,MF",Wolfsburg,de Bundesliga,23-040,2001,4.0,0,5,1,20.0,1.25,0.25,0.00,0.00,14.4,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
2375,2285,Bouna Sarr,sn SEN,DF,Bayern Munich,de Bundesliga,32-080,1992,1.2,0,1,1,100.0,0.85,0.85,0.00,0.00,5.0,0,0,0,0.2,0.2,0.22,-0.2,-0.2,Matches
2376,2286,Ismaila Sarr,sn SEN,"FW,MF",Marseille,fr Ligue 1,26-055,1998,14.1,3,21,7,33.3,1.49,0.50,0.14,0.43,12.3,0,0,0,2.5,2.5,0.12,+0.5,+0.5,Matches
2377,2287,Mamadou Sarr,fr FRA,DF,Lyon,fr Ligue 1,18-235,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2378,2288,Martin Satriano,uy URU,FW,Brest,fr Ligue 1,23-060,2001,15.9,3,53,17,32.1,3.33,1.07,0.06,0.18,16.7,0,0,0,5.0,5.0,0.10,-2.0,-2.0,Matches
2379,2289,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,32-120,1991,28.0,8,70,20,28.6,2.50,0.71,0.01,0.05,26.6,20,7,7,8.9,3.4,0.05,-0.9,-2.4,Matches
2380,2290,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,33-103,1991,15.6,0,4,1,25.0,0.26,0.06,0.00,0.00,9.7,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
2381,2291,Sávio,br BRA,"MF,FW",Girona,es La Liga,20-010,2004,27.1,8,34,16,47.1,1.26,0.59,0.24,0.50,17.1,0,0,0,4.4,4.4,0.13,+3.6,+3.6,Matches
2382,2292,Saba Sazonov,ge GEO,DF,Torino,it Serie A,22-079,2002,4.0,0,1,0,0.0,0.25,0.00,0.00,,3.0,0,0,0,0.2,0.2,0.16,-0.2,-0.2,Matches
2383,2293,Joe Scally,us USA,DF,M'Gladbach,de Bundesliga,21-111,2002,21.6,1,10,1,10.0,0.46,0.05,0.10,1.00,22.5,0,0,0,0.5,0.5,0.05,+0.5,+0.5,Matches
2384,2294,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,20-131,2003,23.7,0,15,5,33.3,0.63,0.21,0.00,0.00,13.8,0,0,0,1.2,1.2,0.08,-1.2,-1.2,Matches
2385,2295,Gianluca Scamacca,it ITA,FW,Atalanta,it Serie A,25-110,1999,12.8,9,46,21,45.7,3.60,1.64,0.20,0.43,15.1,0,0,0,4.9,4.9,0.11,+4.1,+4.1,Matches
2386,2296,Dane Scarlett,eng ENG,FW,Tottenham,eng Premier League,20-027,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2387,2297,Kevin Schade,de GER,"FW,MF",Brentford,eng Premier League,22-145,2001,2.9,1,5,2,40.0,1.74,0.70,0.20,0.50,15.8,0,0,0,0.7,0.7,0.14,+0.3,+0.3,Matches
2388,2298,András Schäfer,hu HUN,"MF,DF",Union Berlin,de Bundesliga,25-007,1999,9.9,1,16,4,25.0,1.62,0.40,0.06,0.25,18.2,0,0,0,1.0,1.0,0.06,0.0,0.0,Matches
2389,2299,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,32-122,1991,31.1,4,32,9,28.1,1.03,0.29,0.13,0.44,18.8,2,0,0,2.4,2.4,0.08,+1.6,+1.6,Matches
2390,2300,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,28-087,1996,9.2,5,28,9,32.1,3.05,0.98,0.14,0.44,11.7,0,1,1,4.8,4.0,0.14,+0.2,0.0,Matches
2391,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
2392,2301,Stefan Schimmer,de GER,"MF,FW",Heidenheim,de Bundesliga,29-358,1994,1.6,0,4,0,0.0,2.57,0.00,0.00,,9.5,0,0,0,0.5,0.5,0.13,-0.5,-0.5,Matches
2393,2302,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,26-205,1997,25.4,0,19,2,10.5,0.75,0.08,0.00,0.00,25.9,0,0,0,1.0,1.0,0.05,-1.0,-1.0,Matches
2394,2303,Keven Schlotterbeck,de GER,DF,Bochum,de Bundesliga,26-358,1997,19.3,4,18,7,38.9,0.93,0.36,0.22,0.57,13.7,0,0,0,1.4,1.4,0.08,+2.6,+2.6,Matches
2395,2304,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,24-141,1999,27.5,2,25,6,24.0,0.91,0.22,0.08,0.33,13.2,0,0,0,3.0,3.0,0.12,-1.0,-1.0,Matches
2396,2305,Jeffrey Schlupp,gh GHA,"FW,MF",Crystal Palace,eng Premier League,31-119,1992,14.6,1,18,10,55.6,1.24,0.69,0.06,0.10,19.1,0,0,0,1.8,1.8,0.10,-0.8,-0.8,Matches
2397,2306,Romano Schmid,at AUT,MF,Werder Bremen,de Bundesliga,24-084,2000,23.9,2,28,7,25.0,1.17,0.29,0.07,0.29,20.0,0,0,0,4.0,4.0,0.14,-2.0,-2.0,Matches
2398,2307,Kenneth Schmidt,de GER,DF,Freiburg,de Bundesliga,21-322,2002,0.8,0,1,0,0.0,1.32,0.00,0.00,,29.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
2399,2308,Niklas Schmidt,de GER,MF,Toulouse,fr Ligue 1,26-050,1998,12.1,1,15,10,66.7,1.24,0.83,0.07,0.10,28.1,2,0,0,1.0,1.0,0.07,0.0,0.0,Matches
2400,2309,Benno Schmitz,de GER,DF,Köln,de Bundesliga,29-155,1994,10.1,0,6,4,66.7,0.60,0.40,0.00,0.00,25.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
2401,2310,Fabian Schnellhardt,de GER,MF,Darmstadt 98,de Bundesliga,30-099,1994,2.5,0,5,2,40.0,2.02,0.81,0.00,0.00,27.1,1,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
2402,2311,Jan Schöppner,de GER,MF,Heidenheim,de Bundesliga,24-313,1999,17.8,2,16,3,18.8,0.90,0.17,0.13,0.67,16.6,0,0,0,1.1,1.1,0.07,+0.9,+0.9,Matches
2403,2312,Marcel Schuhen,de GER,GK,Darmstadt 98,de Bundesliga,31-098,1993,28.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2404,2313,Perr Schuurs,nl NED,DF,Torino,it Serie A,24-146,1999,8.6,1,7,1,14.3,0.82,0.12,0.14,1.00,25.5,0,0,0,0.7,0.7,0.10,+0.3,+0.3,Matches
2405,2314,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,28-361,1995,29.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2406,2315,Alexander Schwolow,de GER,GK,Union Berlin,de Bundesliga,31-323,1992,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2407,2316,Alex Scott,eng ENG,MF,Bournemouth,eng Premier League,20-243,2003,8.2,1,9,2,22.2,1.09,0.24,0.11,0.50,24.5,2,0,0,0.5,0.5,0.05,+0.5,+0.5,Matches
2408,2317,Simone Scuffet,it ITA,GK,Cagliari,it Serie A,27-325,1996,26.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2409,2318,Jérémy Sebas,mq MTQ,"FW,MF",Strasbourg,fr Ligue 1,21-006,2003,2.0,2,7,4,57.1,3.58,2.05,0.29,0.50,14.7,0,0,0,1.0,1.0,0.14,+1.0,+1.0,Matches
2410,2319,Manuel Sebastián,es ESP,MF,Sevilla,es La Liga,19-268,2004,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2411,2320,Demba Seck,sn SEN,MF,Torino,it Serie A,23-070,2001,4.7,0,9,2,22.2,1.91,0.42,0.00,0.00,17.6,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
2412,2321,Demba Seck,sn SEN,"FW,MF",Frosinone,it Serie A,23-070,2001,3.2,0,7,2,28.6,2.21,0.63,0.00,0.00,16.8,0,0,0,1.1,1.1,0.16,-1.1,-1.1,Matches
2413,2322,Aleksandar Sedlar,rs SRB,DF,Alavés,es La Liga,32-129,1991,10.5,1,4,1,25.0,0.38,0.10,0.25,1.00,10.7,0,0,0,0.3,0.3,0.07,+0.7,+0.7,Matches
2414,2323,Alidu Seidu,gh GHA,DF,Rennes,fr Ligue 1,23-321,2000,3.8,0,2,0,0.0,0.52,0.00,0.00,,28.7,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches
2415,2324,Alidu Seidu,gh GHA,DF,Clermont Foot,fr Ligue 1,23-321,2000,12.6,0,6,1,16.7,0.48,0.08,0.00,0.00,36.3,0,0,0,0.1,0.1,0.01,-0.1,-0.1,Matches
2416,2325,Nicolas Seiwald,at AUT,MF,RB Leipzig,de Bundesliga,22-352,2001,5.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
